open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_base_vol,taker_quote_vol,ignore,rsi_14,roc_10,sma_20,ema_20,ema_50,ema_200,macd,macd_signal,macd_hist,atr_14,bb_upper,bb_middle,bb_lower,bb_width,volume_ema_20,volume_ratio
2018-12-31 10:00:00,3775.59,3783.44,3769.0,3771.5,895.904307,2018-12-31 10:59:59.999,3381493.47782126,5838,455.583731,1719742.64158966,0,66.39815917282195,-0.6291860103599668,3770.5799999999995,3769.5283844368273,,,-8.979626594527417,,,37.297105807541115,3730.308187211609,3770.5799999999995,3810.85181278839,-80.54362557678087,1172.823549945451,0.7638866963761678
2018-12-31 11:00:00,3772.0,3773.53,3692.11,3725.42,2713.427219,2018-12-31 11:59:59.999,10101160.07722946,14451,1254.19815,4671727.11470842,0,52.82811039053862,-0.9970926987940276,3768.451,3765.327585919034,,,-11.435433751347318,,,40.44874110700247,3723.387871928605,3768.451,3813.514128071395,-90.12625614279023,1319.5477089030271,2.0563312722173115
2018-12-31 12:00:00,3725.42,3737.42,3715.0,3731.58,999.042415,2018-12-31 12:59:59.999,3720628.30277093,7274,501.947504,1869628.69197436,0,54.17635269025059,0.09790956375254072,3766.323,3762.113530117221,,,-12.737784842857764,,,39.16097388507373,3718.4585105367355,3766.323,3814.1874894632642,-95.72897892652873,1289.023395197977,0.7750382333802097
2018-12-31 13:00:00,3731.87,3739.82,3725.85,3732.23,770.741769,2018-12-31 13:59:59.999,2877979.36533088,6231,385.947843,1441326.0527715,0,54.32470127220038,-0.32981001874709337,3763.5724999999998,3759.267479629867,,,-13.561133591558246,,,37.36161860756849,3714.462952905881,3763.5724999999998,3812.6820470941184,-98.21909418823725,1239.6632403219792,0.6217347937168923
2018-12-31 14:00:00,3732.23,3780.83,3724.81,3769.57,1018.445257,2018-12-31 14:59:59.999,3819590.54725417,8343,569.297674,2135424.02778592,0,61.94615666104943,0.422247796852199,3762.9655000000007,3760.24867204607,,,-11.072975105877958,,,38.69436013559931,3714.5040485913646,3762.9655000000007,3811.426951408637,-96.92290281727219,1218.5948609579812,0.8357537764432746
2018-12-31 15:00:00,3769.42,3783.34,3721.11,3752.46,1681.823463,2018-12-31 15:59:59.999,6306912.28611279,10286,870.44951,3263805.58855477,0,57.23348597041891,0.13369090981868254,3761.5825000000004,3759.506893755968,,,-10.362275721304286,,,40.37547726877079,3713.6060404763857,3761.5825000000004,3809.558959523615,-95.95291904722944,1262.7118706762685,1.3319138768365808
2018-12-31 16:00:00,3752.22,3776.85,3725.0,3736.17,1218.391526,2018-12-31 16:59:59.999,4561297.35487852,7956,591.460551,2214810.79135071,0,53.09216474386811,-0.5663415348174892,3759.169000000001,3757.284332445876,,,-10.986858531437974,,,41.195086035287154,3711.1775569469337,3759.169000000001,3807.160443053068,-95.98288610613417,1258.4908854690048,0.9681369488392753
2018-12-31 17:00:00,3737.59,3742.92,3722.0,3736.31,923.469089,2018-12-31 17:59:59.999,3447516.33307292,5409,453.510164,1693145.67221863,0,53.12355790115463,-0.4831599834862596,3756.1890000000008,3755.28677697484,,,-11.339829581754202,-11.209134492224722,-0.13069508952948006,39.74686560419522,3710.454933047673,3756.1890000000008,3801.9230669523286,-91.46813390465559,1226.584047710052,0.7528787698845859
2018-12-31 18:00:00,3736.57,3748.98,3731.64,3741.52,632.305436,2018-12-31 18:59:59.999,2364926.35234907,4772,308.580817,1154289.12814961,0,54.348015187348594,-0.284898766327046,3753.5185000000006,3753.9756553581883,,,-11.071532489189849,-11.181614091617748,0.11008160242789877,38.14637520389557,3711.1993958034323,3753.5185000000006,3795.837604196569,-84.63820839313667,1169.986084690047,0.540438424246311
2018-12-31 19:00:00,3741.27,3742.22,3630.33,3687.47,3405.447231,2018-12-31 19:59:59.999,12519541.45412557,16993,1591.869976,5853186.68512096,0,42.07052516094722,-2.3339398610548376,3747.7965000000013,3747.6417834193135,,,-15.046837815651543,-11.954658836424507,-3.092178979227036,43.41377697504588,3702.20645571515,3747.7965000000013,3793.386544284853,-91.180088569703,1382.8871462433758,2.4625633698678344
2018-12-31 20:00:00,3687.47,3688.77,3657.7,3672.0,1786.530196,2018-12-31 20:59:59.999,6563117.46885113,9925,1005.076363,3692632.09716734,0,39.33179663298551,-2.6382076097043616,3741.627500000001,3740.4378040460456,,,-19.223993409709237,-13.408525751081454,-5.815467658627783,42.53207861968547,3690.139256323973,3741.627500000001,3793.115743676029,-102.97648735205621,1421.3293414582924,1.256943161510343
2018-12-31 21:00:00,3672.0,3678.0,3665.0,3671.72,743.25843,2018-12-31 21:59:59.999,2728975.36742529,5419,364.237403,1337667.91897614,0,39.281952216478345,-1.4414482125505386,3737.066500000001,3733.8932512797555,,,-22.299952995826516,-15.186811200030467,-7.113141795796048,40.422644432565086,3677.93378956696,3737.066500000001,3796.1992104330416,-118.26542086608151,1356.7511594146454,0.5478222184240994
2018-12-31 22:00:00,3671.71,3687.02,3662.02,3686.43,770.550662,2018-12-31 22:59:59.999,2830596.62025846,5869,388.853208,1428305.77286141,0,43.34411291517778,-1.2099432412007807,3734.991500000001,3729.3729416340643,,,-23.28231503058123,-16.80591196614062,-6.4764030644406105,39.32102697309615,3671.7398141809867,3734.991500000001,3798.2431858190153,-126.50337163802851,1300.9225406132507,0.5923109469967096
2018-12-31 23:00:00,3685.54,3707.5,3684.22,3702.9,1096.345081,2018-12-31 23:59:59.999,4051512.64748809,6394,571.511897,2112470.13947577,0,47.57330481991202,-0.7858572488833734,3732.9075000000007,3726.851709097487,,,-22.47280021415736,-17.93928961574397,-4.53351059841339,38.17523933216073,3668.2549895264992,3732.9075000000007,3797.560010473502,-129.30502094700296,1281.4389730310363,0.8555577784611726
2019-01-01 00:00:00,3701.23,3713.0,3689.88,3700.31,686.36742,2019-01-01 00:59:59.999,2539069.22918493,5534,370.855314,1371962.40437473,0,46.97940835561597,-1.8373448430457642,3730.237,3724.3239272786786,,,-21.78907435839301,-18.70924656427378,-3.079827794119229,37.09986509414924,3664.7967030311725,3730.237,3795.6772969688277,-130.88059393765525,1224.7654917899852,0.5604072164026106
2019-01-01 01:00:00,3700.2,3702.73,3684.22,3689.69,613.539115,2019-01-01 01:59:59.999,2266699.82001748,5086,320.644448,1184518.68168707,0,44.524925219804054,-1.6727693299861952,3727.3490000000006,3721.025458014042,,,-21.852262655348568,-19.33784978248874,-2.514412872859829,35.77201758742431,3660.035882204371,3727.3490000000006,3794.6621177956304,-134.6262355912595,1166.5534559052246,0.5259417062237449
2019-01-01 02:00:00,3689.67,3695.95,3675.04,3690.0,895.302181,2019-01-01 02:59:59.999,3302044.30002383,6391,471.857118,1740469.33850571,0,44.61588713033463,-1.2357574735625003,3723.9765,3718.0706524888956,,,-21.628011176833752,-19.795882061357744,-1.8321291154760075,34.71044490260828,3656.2558389919423,3723.9765,3791.697161008058,-135.44132201611592,1140.7200011523462,0.7848570903425669
2019-01-01 03:00:00,3690.0,3699.77,3685.78,3693.13,796.714818,2019-01-01 03:59:59.999,2942421.71944333,5709,459.948381,1698856.96609518,0,45.58603816669928,-1.1556856898918944,3720.9105000000004,3715.695352251858,,,-20.956155902478258,-20.027936829581847,-0.928219072896411,33.23041312385053,3653.447008282356,3720.9105000000004,3788.373991717645,-134.926983435289,1107.9576027568846,0.7190842104585662
2019-01-01 04:00:00,3692.32,3720.0,3685.94,3692.71,1317.452909,2019-01-01 04:59:59.999,4872936.74721534,7908,770.995533,2852106.12513687,0,45.4709375386795,-1.3045500224507671,3717.9354999999996,3713.5062710850143,,,-20.22446124704311,-20.0672417130741,-0.157219533969009,33.28966932928978,3651.0382812788043,3717.9354999999996,3784.832718721195,-133.79443744239052,1127.9095366848005,1.1680483816745744
2019-01-01 05:00:00,3693.98,3704.44,3692.73,3699.94,572.402228,2019-01-01 05:59:59.999,2117704.50427743,3886,326.520975,1208150.46692599,0,47.909200582370374,0.3381722427572361,3714.153,3712.2142452673943,,,-18.843965876009406,-19.822586545661164,0.9786206696517574,31.749692948626226,3652.6438557589768,3714.153,3775.662144241023,-123.01828848204605,1075.0040787148196,0.5324651685827219
2019-01-01 06:00:00,3699.95,3713.93,3697.0,3703.56,660.279771,2019-01-01 06:59:59.999,2446400.84113162,4839,384.509915,1424666.66528094,0,49.135570971247375,0.859477124183005,3710.756,3711.390031432404,,,-17.25886020496,-19.30984127752093,2.05098107256093,30.69114345229577,3655.384011109551,3710.756,3766.1279888904487,-110.7439777808977,1035.5065255991224,0.6376394109327085
2019-01-01 07:00:00,3703.63,3726.64,3703.34,3713.83,823.625491,2019-01-01 07:59:59.999,3057514.26530647,5335,424.73922,1577036.53083196,0,52.548719050334164,1.1468739446363048,3710.1765,3711.6224093912224,,,-15.001026870605529,-18.448078396137852,3.4470515255323235,30.163204634274624,3655.2095785500587,3710.1765,3765.1434214499413,-109.93384289988262,1015.327379446825,0.8111920427564271
2019-01-01 08:00:00,3714.19,3731.19,3707.0,3716.7,887.101362,2019-01-01 08:59:59.999,3300499.52741762,6190,468.473211,1742964.48848143,0,53.48801397818923,0.8211196197947603,3709.4325,3712.1059894492014,,,-12.832171387899052,-17.324896994490093,4.492725606591041,29.73654716039787,3655.2887397530058,3709.4325,3763.576260246994,-108.28752049398827,1003.1153777852227,0.8843462892161319
2019-01-01 09:00:00,3716.98,3732.0,3696.14,3699.95,955.879034,2019-01-01 09:59:59.999,3545473.52265626,5670,510.885391,1895818.2952015,0,47.569650971437774,-0.07966728780146028,3707.8185,3710.9482761683253,3744.6582000000008,,-12.322872404150075,-16.32449207642209,4.001619672272014,30.173936648940888,3654.6198869294376,3707.8185,3761.017113070562,-106.39722614112452,998.6166783771062,0.9572031538201817
2019-01-01 10:00:00,3699.96,3717.11,3698.0,3713.07,534.113945,2019-01-01 10:59:59.999,1981238.27916797,4008,290.434437,1077294.14824291,0,52.04552612567038,0.3448359732022511,3704.9934999999996,3711.150345104675,3743.419447058824,,-10.736807702875012,-15.206955201712674,4.470147498837662,29.383655459730836,3660.2776555103687,3704.9934999999996,3749.7093444896304,-89.43168897926171,954.3783228173818,0.5596459310006787
2019-01-01 11:00:00,3713.07,3722.22,3706.88,3707.54,600.664642,2019-01-01 11:59:59.999,2231596.68743807,4838,305.098579,1133571.72219358,0,50.103998472839585,0.4837804802029414,3702.7474999999995,3710.8065027137536,3742.0124099192626,,-9.812947236601303,-14.1281536086904,4.315206372089097,28.38053721260718,3663.9492830713584,3702.7474999999995,3741.5457169286406,-77.59643385728214,920.6913055966788,0.6524061195633025
2019-01-01 12:00:00,3707.56,3725.0,3698.25,3717.0,654.27771,2019-01-01 12:59:59.999,2428995.4610855,4802,352.182187,1307746.3740325,0,53.31256383761585,0.7317073170731707,3701.7889999999993,3711.396359598158,3741.0315310989,,-8.22265260078484,-12.947053407109289,4.724400806324448,28.264070268849526,3665.608520878331,3701.7889999999993,3737.9694791216675,-72.36095824333643,895.318582206519,0.7307764219385774
2019-01-01 13:00:00,3717.0,3756.94,3708.41,3715.93,941.785695,2019-01-01 13:59:59.999,3506657.91049441,5975,568.85731,2119100.47755112,0,52.89821749533406,0.6173625082247234,3700.7699999999995,3711.828134874524,3740.0471573303157,,-6.968345947643229,-11.751311915216078,4.782965967572849,29.711636678217435,3667.66608132594,3700.7699999999995,3733.873918674059,-66.20783734811903,899.7440215201838,1.046726260441035
2019-01-01 14:00:00,3715.23,3717.0,3684.21,3698.53,1127.366632,2019-01-01 14:59:59.999,4174145.84090643,6899,546.537425,2024161.8425137,0,46.560900055190885,0.15760782731382003,3698.6205,3710.561645838855,3738.419033513441,,-7.294249898057842,-10.85989951178443,3.5656496137265883,29.931519772630473,3671.641256926076,3698.6205,3725.599743073924,-53.95848614784791,921.4223653754043,1.2235069110143535
2019-01-01 15:00:00,3698.28,3698.87,3666.01,3682.61,996.688532,2019-01-01 15:59:59.999,3670749.82060275,6788,500.265135,1842402.08770963,0,41.64497221863874,-0.46838597382660063,3698.3775,3707.899584330393,3736.2304439638942,,-8.736433905954073,-10.435206390618358,1.6987724846642855,30.140696931728275,3670.892578296411,3698.3775,3725.862421703589,-54.969843407177905,928.590571720604,1.073334753069069
2019-01-01 16:00:00,3683.0,3696.23,3677.48,3693.54,629.18028,2019-01-01 16:59:59.999,2320803.1590822,4600,327.562834,1208303.2092801,0,45.870490687041986,-0.27055049735929704,3699.4545000000003,3706.532004870355,3734.5563089064867,,-8.894880819195805,-10.127141276333848,1.232260457138043,29.327075722319115,3674.776874527781,3699.4545000000003,3724.1321254722197,-49.35525094443892,900.0753058424511,0.6990307098927693
2019-01-01 17:00:00,3693.5,3701.68,3675.01,3686.32,380.215487,2019-01-01 17:59:59.999,1403206.21528002,4207,199.429914,736085.61871057,0,43.62338841372874,-0.7407447298341541,3700.1845000000003,3704.6070520255594,3732.6646889493695,,-9.493608391459475,-10.000434699358975,0.5068263078994999,29.137284599296294,3678.249983605207,3700.1845000000003,3722.1190163947936,-43.86903278958653,850.5648469050749,0.44701528447064187
2019-01-01 18:00:00,3686.34,3686.35,3642.0,3659.41,1083.207096,2019-01-01 18:59:59.999,3966667.5051873,7211,524.277785,1920151.8670773,0,36.45519020888835,-1.5414211531735131,3698.8335,3700.302570880268,3729.7919560493942,,-12.001174342475224,-10.400582627982224,-1.6005917144929995,30.223907127917983,3670.8402532392133,3698.8335,3726.826746760787,-55.98649352157372,872.7212515807821,1.241183360709917
2019-01-01 19:00:00,3659.56,3699.99,3659.56,3696.73,1155.513112,2019-01-01 19:59:59.999,4247300.53490663,6923,738.862592,2715296.97606765,0,48.97704902717379,-0.08702820308382006,3698.5249999999996,3699.962326034528,3728.4954087533397,,-10.851932003898582,-10.490852503165495,-0.36107950073308714,30.963628047352408,3670.5845042051333,3698.5249999999996,3726.465495794866,-55.88099158973273,899.6538097159457,1.2843975088204636
2019-01-01 20:00:00,3696.71,3726.93,3675.67,3719.0,2021.170948,2019-01-01 20:59:59.999,7499086.50823139,11604,1132.452741,4202782.04233233,0,54.71206348674324,0.15970611919516292,3699.4595,3701.7754378407635,3728.1230397826207,,-8.051335504968847,-10.002949103526166,1.9516135985573193,32.41336890111293,3670.055732625916,3699.4595,3728.863267374084,-58.80753474816811,1006.4649657429984,2.0081880808517956
2019-01-01 21:00:00,3719.0,3730.01,3700.0,3708.21,1105.501735,2019-01-01 21:59:59.999,4107122.15187526,7130,589.372813,2190145.11147162,0,51.681061107697985,0.018071281766348382,3700.3854999999994,3702.3882532845005,3727.3421362617337,,-6.6261235983433835,-9.32758400248961,2.7014604041462267,32.241699693890595,3671.110970402452,3700.3854999999994,3729.660029597547,-58.54905919509474,1015.8970390055699,1.0882025368261152
2019-01-01 22:00:00,3707.98,3717.07,3692.42,3711.2,624.620136,2019-01-01 22:59:59.999,2316083.74706079,5721,320.426107,1188213.35746098,0,52.46690040874913,-0.1560398170567711,3701.4454999999994,3703.227467257405,3726.7091113102933,,-5.195474684624969,-8.501162138916682,3.3056874542917125,31.699435430041277,3672.21911071692,3701.4454999999994,3730.6718892830786,-58.452778566158486,978.6325720526585,0.6382580693077425
2019-01-01 23:00:00,3712.85,3810.16,3706.43,3797.14,3678.716754,2019-01-01 23:59:59.999,13904830.79431158,16973,2013.966534,7611631.06969263,0,68.38322456032442,2.185455592543456,3706.646,3712.171517994795,3729.471106945184,,2.8402243182558777,-6.23288484748217,9.073109165738048,36.844475756466906,3655.1325894210695,3706.646,3758.159410578931,-103.02682115786138,1235.7834465238338,2.976829609061324
2019-01-02 00:00:00,3796.45,3810.0,3763.75,3778.02,2094.025159,2019-01-02 00:59:59.999,7927726.29243582,10665,1108.378408,4197072.30757583,0,63.30445902255886,2.149232262547547,3710.911499999999,3718.442801995291,3731.3749851041966,,7.578390496372776,-3.4706297787111815,11.049020275083958,37.51629891671927,3650.839796432733,3710.911499999999,3770.983203567265,-120.14340713453203,1317.5207524739449,1.589367875282413
2019-01-02 01:00:00,3778.62,3792.0,3765.75,3770.0,912.811113,2019-01-02 01:59:59.999,3450021.65237429,6210,402.318724,1520610.20983331,0,61.24959552690338,2.3730452043523442,3714.4144999999994,3723.3530113290726,3732.889691570699,,10.564493450779537,-0.6636051328130379,11.228098583592574,36.711563279810754,3649.0949578367167,3714.4144999999994,3779.734042163282,-130.63908432656535,1278.9769772859502,0.7137041003951677
2019-01-02 02:00:00,3769.98,3785.1,3768.0,3783.28,719.302757,2019-01-02 02:59:59.999,2716784.18945001,5401,277.573136,1048522.23925004,0,63.36988587835927,2.4296474385007403,3718.4004999999997,3729.0603435834464,3734.8657820973385,,13.843012934137732,2.237718480577116,11.605294453560617,35.31073733125284,3646.474477631986,3718.4004999999997,3790.3265223680137,-143.8520447360279,1225.6746705920502,0.586862708562418
2019-01-02 03:00:00,3783.28,3796.22,3773.79,3779.98,770.368067,2019-01-02 03:59:59.999,2915832.26662619,5710,365.280726,1382915.97534947,0,62.4553737761194,2.540745241867224,3721.7079999999996,3733.9098346707374,3736.6349671131293,,15.990650558602283,4.98830489618215,11.002345662420133,34.39068466473476,3644.758557240143,3721.7079999999996,3798.657442759856,-153.89888551971308,1182.312136916617,0.6515775681784535
2019-01-02 04:00:00,3780.0,3788.31,3765.0,3776.41,748.260209,2019-01-02 04:59:59.999,2825638.32453794,5835,337.312869,1273981.86081663,0,61.422673700421136,3.1972367130220447,3724.6934999999994,3737.9574694640005,3738.1947723243793,,17.20625666826936,7.4318952505995926,9.77436141766977,33.59920718868228,3644.0190482232847,3724.6934999999994,3805.367951776714,-161.3489035534294,1140.9738580674152,0.6558083725664016
2019-01-02 05:00:00,3776.16,3778.42,3768.0,3773.04,415.849513,2019-01-02 05:59:59.999,1568711.69816698,5001,212.921242,803255.6581062,0,60.40726716621029,2.06425678910821,3728.348,3741.2986628483814,3739.5612518410703,,17.69374001153301,9.484264202786276,8.209475808746733,31.943549532347838,3645.793035955305,3728.348,3810.9029640446947,-165.10992808938954,1071.9143966324234,0.3879503011681272
2019-01-02 06:00:00,3773.04,3775.0,3750.45,3758.53,916.986058,2019-01-02 06:59:59.999,3451865.14919885,6808,395.508015,1489120.92170061,0,56.10649376598039,1.0629201398225383,3730.6210000000005,3742.939742577107,3740.305124317891,,16.716540465525213,10.930719455334064,5.78582101019115,31.41543885146586,3647.3371035594787,3730.6210000000005,3813.9048964405224,-166.56779288104372,1057.1593167626688,0.8674057386242213
2019-01-02 07:00:00,3758.53,3778.54,3755.4,3771.08,1338.79474,2019-01-02 07:59:59.999,5042810.17473033,9727,626.514292,2359937.3827164,0,58.836305613531586,1.695427173757686,3733.7980000000002,3745.619767093573,3741.511982187778,,16.76156600109789,12.09688876448683,4.664677236611061,30.82433607636115,3649.381343225093,3733.7980000000002,3818.2146567749073,-168.8333135498142,1083.9817380233671,1.2350713052060107
2019-01-02 08:00:00,3772.64,3800.0,3770.09,3781.35,2216.579225,2019-01-02 08:59:59.999,8383935.08618102,14534,1175.171836,4445758.72918608,0,60.9751775273872,1.8902241862470386,3737.0155,3749.0226464179946,3743.0742573961006,,17.42508667995253,13.16252834757997,4.262558332372558,30.759026356621057,3650.417468546746,3737.0155,3823.613531453254,-173.1960629065079,1191.848165354475,1.85978322527413
2019-01-02 09:00:00,3780.81,3786.24,3770.0,3775.0,1483.627847,2019-01-02 09:59:59.999,5604426.2726731,8460,604.814383,2284447.67571202,0,58.936072530650016,-0.5830704161553135,3739.9690000000005,3751.4966800924713,3744.326247302136,,17.239809870736735,13.977984652211324,3.261825218525411,29.721953045433825,3652.375379492089,3739.9690000000005,3827.562620507912,-175.18724101582302,1219.6367064635726,1.2164506357814446
2019-01-02 10:00:00,3773.84,3794.4,3770.03,3788.0,1117.136593,2019-01-02 10:59:59.999,4222018.60595823,8212,563.392394,2129647.16109906,0,61.755795593961885,0.2641595333005124,3744.4425,3754.973186750331,3746.038943486366,,17.93522194476145,14.76943211072135,3.165789834040101,29.33967068504569,3656.6213979021327,3744.4425,3832.2636020978675,-175.64220419573485,1209.8747908956134,0.9233489294979328
2019-01-02 11:00:00,3788.22,3803.68,3777.82,3787.97,1395.941655,2019-01-02 11:59:59.999,5290195.28982266,8936,690.93358,2618716.37328915,0,61.745258710595884,0.4766578249336817,3749.710500000001,3758.1157403931566,3747.6832986437635,,18.273277308230718,15.470201150223225,2.8030761580074923,29.091122778970977,3664.9185663034527,3749.710500000001,3834.5024336965494,-169.58386739309663,1227.5954446198407,1.1371349259383188
2019-01-02 12:00:00,3788.81,3793.72,3778.23,3792.51,1179.766158,2019-01-02 12:59:59.999,4466590.69756798,7319,611.288143,2314400.25390575,0,62.780227950130815,0.24396819690850313,3754.6590000000006,3761.3913841652366,3749.4412085008707,,18.692058264701245,16.11457257311883,2.577485691582414,28.119614009044465,3672.148571721287,3754.6590000000006,3837.169428278714,-165.02085655742667,1223.04027446557,0.964617586706636
